area,area_title,area_type,naics,naics_title,i_group,own_code,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
29540,"Lancaster, PA",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,400,13.3,1.595,0.6,,32.44,67480,6.7,11.04,20.03,28.47,41.62,58.95,22970,41660,59220,86560,122620,,
29540,"Lancaster, PA",4,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,**,**,**,**,,59.28,123300,7,34.31,42.78,55.92,72.29,89.95,71360,88990,116310,150360,187090,,
29540,"Lancaster, PA",4,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,40,29,0.149,0.69,,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
29540,"Lancaster, PA",4,0,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,210,24.4,0.849,1.27,,21.53,44790,5.9,13.84,16.68,21.29,26.26,29.8,28780,34690,44290,54620,61980,,
29540,"Lancaster, PA",4,0,Cross-industry,cross-industry,1235,51-9161,Computer Numerically Controlled Tool Operators,detailed,510,13.7,2.065,2,,20.78,43220,3.4,14.04,16.62,20.24,24.49,29.02,29200,34560,42110,50940,60350,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,Nov-21,Computer and Information Systems Managers,detailed,750,5.4,3.459,1.17,,52.07,108300,2.9,36.85,43.96,47.72,59.75,74.16,76650,91430,99260,124280,154260,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,8080,5.3,37.325,1.2,,34.75,72280,1.8,19.78,25.76,34.25,42.73,50.55,41140,53570,71240,88870,105130,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,780,11.8,3.596,0.9,,37.28,77550,2.3,22.59,29.01,36.58,45.53,53.69,46990,60340,76090,94700,111680,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,150,12.4,0.688,0.81,,39.81,82810,2.4,24.33,32.27,38.79,48.47,57.48,50610,67110,80680,100820,119570,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,150,20,0.715,0.57,,25.7,53460,5,17.6,20.24,24.69,29.84,36.19,36600,42100,51350,62080,75280,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,2230,6.4,10.292,2.34,,28.39,59060,6.6,17.24,20.73,26.55,33.85,42.99,35850,43130,55220,70410,89420,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,180,15.2,0.818,0.79,,41.3,85900,5.7,22.35,29.46,41.18,50.06,61.01,46480,61280,85650,104120,126900,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,370,8.9,1.696,0.7,,34.53,71830,2.4,22.63,27.86,33.95,40.13,48.24,47060,57950,70620,83460,100330,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,130,31.6,0.588,0.43,,37.43,77860,4.7,22.88,29.26,35.49,46.81,57.36,47580,60860,73820,97360,119300,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,2850,6,13.172,1.38,,37.77,78560,2.1,23.55,30.3,38.78,44.36,51.69,48970,63020,80670,92260,107520,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,540,17.2,2.49,0.93,,34.99,72770,1.9,20.52,26.96,34.93,42.94,48.98,42680,56070,72660,89310,101880,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,90,47.6,0.426,1.97,,*,111580,7.7,*,*,*,*,*,70070,87400,111800,126900,157570,TRUE,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,100,25.9,0.481,0.72,,19.3,40140,5.4,12.63,15.27,19.64,23.25,26.03,26270,31760,40840,48370,54130,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,51-9161,Computer Numerically Controlled Tool Operators,detailed,250,40.9,1.174,1.14,,19.07,39660,7.4,13.05,14.73,18.09,22.79,27.36,27140,30640,37630,47410,56910,,
29620,"Lansing-East Lansing, MI",4,0,Cross-industry,cross-industry,1235,51-9162,Computer Numerically Controlled Tool Programmers,detailed,50,30.8,0.246,1.41,,29.02,60370,5.1,21.3,24.92,28.81,33.41,37.76,44300,51830,59930,69500,78530,,
29700,"Laredo, TX",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,680,6.5,6.502,0.21,,27.72,57660,3.8,13.4,18.46,24.71,35.61,46.53,27870,38400,51400,74060,96780,,
29700,"Laredo, TX",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,60,30,0.549,0.14,,38,79030,5.4,22.2,27.54,35.94,47.37,58.57,46180,57280,74740,98530,121820,,
29700,"Laredo, TX",4,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,50,17.5,0.432,0.34,,27.27,56710,5.7,17.39,20.38,24.16,34.42,41.68,36180,42390,50250,71590,86690,,
29700,"Laredo, TX",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,250,8.9,2.393,0.54,,18.77,39050,3.8,10.7,14.43,18.75,22.8,26.74,22250,30020,39010,47420,55610,,
29700,"Laredo, TX",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,80,12.1,0.806,0.33,,30.76,63980,4.9,19.69,23.26,29.01,37.39,45.94,40960,48370,60340,77760,95550,,
29700,"Laredo, TX",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,50,25.6,0.512,0.05,,38.53,80140,12,15.29,26.67,37.12,53.75,62.04,31810,55470,77210,111790,129030,,
29700,"Laredo, TX",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,80,15.7,0.729,0.27,,30.36,63150,7.3,16.62,22.24,29.2,40.63,45.47,34570,46250,60740,84520,94570,,
29700,"Laredo, TX",4,0,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,50,23.9,0.506,0.76,,16.9,35150,7,10.08,12.26,14.69,21.43,26.1,20970,25500,30560,44560,54290,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,Nov-21,Computer and Information Systems Managers,detailed,90,15,1.273,0.43,,49.97,103940,2.7,32.74,38.83,47.92,60.02,73.35,68090,80760,99680,124840,152560,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,1900,6.7,26.692,0.86,,32.91,68460,4.6,13.14,20.8,31.18,43.35,55.81,27340,43270,64860,90170,116090,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,190,26.4,2.729,0.68,,34.34,71420,7,17.9,25.3,30.81,43.4,57.79,37240,52630,64080,90270,120210,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,120,17.8,1.668,1.32,,25.62,53290,3.1,16.07,19.73,23.92,31.87,38.41,33430,41050,49750,66280,79890,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,360,15.8,5.038,1.14,,17.94,37320,8.5,10.49,11.97,15.89,22.23,27.61,21810,24900,33040,46230,57430,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,150,19.4,2.164,0.9,,33.57,69830,4.1,18.67,27.4,32.86,39.41,48.32,38840,57000,68340,81960,100500,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,70,49.3,0.933,0.69,,26.13,54350,17,7.91,8.53,24.79,36.98,57.7,16450,17730,51550,76910,120020,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,550,12,7.7,0.8,,38.02,79090,4.6,17.4,27.01,35.99,49.89,61.4,36180,56170,74850,103770,127710,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,130,11.2,1.873,0.7,,35.64,74140,5.6,18.41,28.94,36.8,42.72,49.4,38290,60190,76540,88850,102760,,
29740,"Las Cruces, NM",4,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,100,10.1,1.386,3,,44.46,92470,3.9,30.11,37.31,43.51,51.04,62.78,62630,77610,90490,106160,130590,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,Nov-21,Computer and Information Systems Managers,detailed,1570,11.9,1.535,0.52,,65.72,136690,2.8,41.26,50.5,61.59,75.82,95.15,85810,105030,128100,157700,197910,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,16040,5.2,15.728,0.51,,37.66,78340,2.1,17.95,24.59,35.81,48.31,60.55,37340,51150,74480,100470,125930,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,1390,7.9,1.366,0.34,,40.37,83960,1.9,26.21,31.15,39.99,48.42,57.54,54530,64800,83170,100720,119680,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,410,14.6,0.398,0.47,,51.63,107380,8.6,25,31.7,42.69,57.87,82.33,52000,65930,88790,120370,171240,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,1190,23.4,1.164,0.92,,29.6,61560,4.4,17.6,23.04,29.26,35.65,41.5,36620,47930,60860,74150,86310,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,3420,9.2,3.352,0.76,,24,49930,2.9,13.79,17.19,22,28.05,37.85,28670,35750,45760,58340,78720,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,580,11,0.565,0.54,,54.32,112980,5.3,33.6,39.84,49.27,61.22,83.23,69890,82870,102470,127330,173110,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,1140,15.1,1.115,0.46,,41.71,86750,2.7,29.04,33.99,39.97,51.1,58.48,60410,70700,83140,106280,121640,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,500,15.9,0.488,0.36,,40.52,84290,3.6,25.53,30.46,40.65,48.01,59.81,53100,63360,84550,99860,124410,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,4140,10.6,4.058,0.42,,45.48,94600,3.6,21.23,30.38,46.49,58.75,68.4,44160,63190,96710,122210,142270,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,1840,13.3,1.803,0.67,,36.61,76140,2.5,20.65,27.49,35.81,45.08,54.09,42960,57170,74480,93760,112510,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,50,15.4,0.044,0.1,,41.77,86880,5,30.05,34.08,38.56,48.1,61.71,62510,70880,80210,100060,128360,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,820,30.6,0.808,1.21,,23.07,47990,11,14.16,16.14,19.6,31.59,36.49,29450,33570,40760,65710,75890,,
29820,"Las Vegas-Henderson-Paradise, NV",4,0,Cross-industry,cross-industry,1235,51-9161,Computer Numerically Controlled Tool Operators,detailed,170,37.3,0.165,0.16,,19.57,40710,3.7,13.23,15.13,18.56,23.07,28.08,27510,31480,38610,47990,58410,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,Nov-21,Computer and Information Systems Managers,detailed,90,30.1,1.905,0.64,,45.49,94610,7.5,27.09,30.78,42.88,50.81,65.92,56340,64030,89180,105680,137120,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,1280,18.3,26.226,0.85,,32.46,67520,3,16.4,21.94,30.03,39.63,52.34,34120,45630,62470,82440,108870,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,160,29.5,3.215,0.8,,34.29,71310,3.5,19.51,23.95,30.95,38.1,66.14,40570,49820,64380,79260,137580,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,320,12.9,6.565,1.49,,20.09,41780,4,12.85,15.37,19.38,24.47,28.89,26730,31970,40310,50900,60100,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,80,16.4,1.621,1.56,,45.46,94560,1.9,28.41,36.26,45.57,55.75,62.75,59090,75420,94780,115970,130530,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,140,22.2,2.855,1.18,,31.24,64980,3.1,21.31,25.6,30.12,36.6,43.88,44330,53240,62640,76120,91270,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,110,20.3,2.154,1.59,,33.31,69290,3.1,26.34,28.66,32.36,37.58,42.3,54780,59620,67310,78160,87980,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,230,37,4.705,0.49,,42.19,87750,8.4,21.18,29.84,38.98,51.57,63.35,44050,62070,81070,107260,131760,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,100,16.1,2.007,0.75,,31.27,65050,3,17.31,21.61,31.28,39.55,47.52,36000,44950,65050,82260,98850,,
29940,"Lawrence, KS",4,0,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,**,**,**,**,,19.19,39910,10.5,10.74,13.21,17.83,24.7,29.08,22330,27470,37080,51370,60480,,
30020,"Lawton, OK",4,0,Cross-industry,cross-industry,1235,Nov-21,Computer and Information Systems Managers,detailed,60,10.6,1.485,0.5,,60.17,125150,6,32.85,37.73,56.12,86.61,97.13,68320,78480,116730,180150,202040,,
30020,"Lawton, OK",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,650,7.2,15.289,0.49,,32.47,67540,3.9,16.9,24.21,31.75,39.57,50.02,35140,50370,66040,82300,104050,,
30020,"Lawton, OK",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,50,19.8,1.208,0.3,,28.17,58590,4.4,20.81,24.09,27.55,31.06,37.84,43290,50110,57300,64610,78720,,
30020,"Lawton, OK",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,130,9.8,3.128,0.71,,19.28,40100,3.1,11.34,13.98,18.82,23.21,28.42,23590,29080,39150,48270,59110,,
30020,"Lawton, OK",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,90,12.4,2.14,0.89,,33.33,69320,3,21.88,27.47,33.83,38.34,45.85,45510,57140,70360,79740,95370,,
30020,"Lawton, OK",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,60,33.8,1.312,0.14,,41.28,85860,3.6,26.56,30,40.64,52.91,58.81,55250,62410,84530,110050,122330,,
30020,"Lawton, OK",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,150,5.1,3.597,1.34,,36.69,76320,3.4,23.47,31.1,36.13,42.68,49.11,48830,64690,75140,88780,102140,,
30140,"Lebanon, PA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,440,11.5,8.68,0.28,,36.29,75490,4,21.12,27.1,34.11,43.56,51.8,43930,56370,70950,90600,107750,,
30140,"Lebanon, PA",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,60,34.4,1.169,0.29,,38.3,79660,4.1,25.69,28.61,40.11,46.76,51.83,53430,59510,83430,97250,107800,,
30140,"Lebanon, PA",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,60,22.8,1.154,0.26,,24.13,50190,4.3,15.84,18.56,22.89,29.66,35.81,32950,38600,47620,61700,74490,,
30140,"Lebanon, PA",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,50,30.1,0.99,0.1,,54.21,112760,20.4,31.81,37.64,48.53,56.51,61.92,66170,78290,100950,117540,128800,,
30140,"Lebanon, PA",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,130,9,2.608,0.97,,35.26,73330,4.2,23.5,29.48,35.12,41.44,47.86,48880,61330,73050,86190,99550,,
30140,"Lebanon, PA",4,0,Cross-industry,cross-industry,1235,51-9161,Computer Numerically Controlled Tool Operators,detailed,**,**,**,**,,20.48,42600,3.4,14.35,17.09,20.46,24.24,27.87,29840,35540,42550,50420,57980,,
30300,"Lewiston, ID-WA",4,0,Cross-industry,cross-industry,1235,Nov-21,Computer and Information Systems Managers,detailed,30,11.7,1.235,0.42,,51.89,107930,5.7,33.12,37.94,47.28,61.87,76.31,68880,78910,98340,128690,158730,,
30300,"Lewiston, ID-WA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,240,8.8,9.15,0.3,,36.95,76860,9.1,17.85,24.17,33.71,49.9,60.78,37140,50280,70120,103790,126420,,
30300,"Lewiston, ID-WA",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,70,12.6,2.751,0.69,,44.98,93550,9,24.12,35.35,48.8,56.21,60.66,50170,73520,101500,116920,126160,,
30300,"Lewiston, ID-WA",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,50,16,2.01,0.46,,20.65,42950,5.9,13.5,15.82,19.19,24.11,31.36,28080,32910,39920,50160,65230,,
30300,"Lewiston, ID-WA",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,40,10.6,1.387,0.57,,34.01,70750,4.8,20.64,24.78,29.31,40.45,55.88,42920,51540,60970,84140,116230,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,Nov-21,Computer and Information Systems Managers,detailed,500,14.5,1.822,0.62,,58.78,122260,3.1,33.73,42.65,58.55,73.02,81.42,70150,88710,121790,151880,169350,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,4990,6.4,18.278,0.59,,35.08,72960,3.9,19.23,24.58,32.01,42.22,55.32,40000,51120,66570,87810,115070,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,490,13.9,1.806,0.45,,38.74,80570,3.6,22.1,29.46,37.99,47.24,57.5,45960,61290,79030,98260,119600,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,100,25.6,0.378,0.44,,34.19,71120,7,19.24,22.05,31.19,42.61,56.87,40020,45870,64880,88620,118280,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,170,27,0.619,0.49,,28.59,59470,2.5,17.95,25.23,28.09,31.01,38.56,37330,52480,58430,64510,80200,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,1090,13.1,4.007,0.91,,25.59,53220,3.6,15.39,19.07,24.01,31.02,37.66,32020,39670,49950,64520,78330,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,160,28.8,0.568,0.55,,36.59,76100,2.3,26.25,31.93,35.92,41.57,49.34,54600,66400,74710,86470,102640,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,490,23.6,1.796,0.74,,30.32,63060,4.8,19.73,23.67,29.59,36.42,42.95,41030,49230,61560,75750,89330,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,210,29.3,0.754,0.55,,37.45,77900,2.5,25.49,29.8,35.93,44.93,53.01,53010,61990,74730,93460,110260,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,1260,15.1,4.605,0.48,,46.09,95860,7.5,26.2,32.05,41,54.99,68.16,54500,66670,85280,114370,141770,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,190,11.2,0.71,0.27,,37.64,78290,4.6,22.25,30.97,38.26,45.86,50.92,46270,64420,79590,95380,105910,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,50,16.8,0.186,0.4,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,30,8.3,0.125,0.58,,*,67530,4.1,*,*,*,*,*,26770,36560,56290,83560,119580,TRUE,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,210,47.9,0.779,1.16,,17.08,35530,4.8,11.02,14.15,17.38,19.94,22.95,22930,29440,36160,41470,47730,,
30460,"Lexington-Fayette, KY",4,0,Cross-industry,cross-industry,1235,51-9161,Computer Numerically Controlled Tool Operators,detailed,490,13.8,1.789,1.73,,23.9,49720,6,17.83,20.16,23.39,27.77,30.77,37080,41920,48650,57750,63990,,
30620,"Lima, OH",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,460,11.3,9.223,0.3,,35.72,74290,9.2,14.52,21.46,30.97,43.56,65.36,30190,44640,64410,90610,135950,,
30620,"Lima, OH",4,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,40,28.2,0.84,0.66,,28.12,58490,4,19.93,22.78,27.01,30.82,43.43,41460,47390,56180,64100,90330,,
30620,"Lima, OH",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,140,34.7,2.735,0.62,,19.05,39630,5.4,11.23,13.78,17.36,23.26,30.3,23360,28660,36110,48390,63020,,
30620,"Lima, OH",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,70,14.6,1.471,0.61,,40.52,84280,6.1,25.87,28.74,34.24,45.55,78.41,53820,59790,71210,94730,163090,,
30620,"Lima, OH",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,80,20.9,1.532,0.16,,40.57,84390,4.3,27.33,32,37.15,48.19,59.78,56850,66560,77280,100240,124340,,
30620,"Lima, OH",4,0,Cross-industry,cross-industry,1235,51-9161,Computer Numerically Controlled Tool Operators,detailed,50,38.9,1.056,1.02,,25.08,52160,12.1,15.82,19.88,23.89,31.45,36.38,32910,41340,49680,65430,75680,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,Nov-21,Computer and Information Systems Managers,detailed,520,8.5,2.864,0.97,,54.15,112630,2.5,34.6,42.53,49.25,63.34,78.27,71960,88460,102430,131740,162810,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,6060,5.8,33.367,1.08,,33.75,70210,1.5,18.58,24.36,31.55,41.56,50.98,38640,50670,65620,86450,106030,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,690,17.4,3.809,0.95,,35.89,74650,4.6,23.44,26.96,34.52,41.98,49.42,48750,56080,71810,87310,102800,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,60,9.8,0.345,0.4,,42.71,88830,3.2,18.89,32.64,41.44,51.62,67.87,39290,67890,86190,107360,141180,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,400,13.1,2.201,1.74,,27.21,56600,2.1,18.6,22.49,26.04,31.21,37.05,38680,46780,54170,64910,77070,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,870,10.2,4.811,1.09,,22.84,47510,1.9,14.51,16.96,20.97,26.78,34.07,30180,35270,43620,55700,70860,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,190,43.3,1.018,0.98,,39.5,82170,3.9,24.76,30.71,39.87,47.1,55.87,51510,63880,82930,97960,116210,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,490,12.2,2.693,1.12,,34.43,71610,2.2,21.16,26.81,31.5,40.1,52.58,44010,55760,65510,83400,109360,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,260,27.4,1.433,1.06,,34.07,70860,5.2,22.22,25.91,29.93,41.15,48.71,46220,53900,62260,85590,101310,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,1650,11,9.067,0.95,,40.31,83840,1.8,26.19,31.75,39.71,47.71,57.4,54470,66040,82600,99230,119390,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,580,5.7,3.205,1.2,,33.29,69240,2.8,18.44,25.05,30.86,39.5,49.6,38350,52100,64190,82150,103160,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,40,39.8,0.196,0.42,,47.19,98160,4.5,31.26,37.33,46.44,56.51,62.56,65020,77640,96580,117530,130120,,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,80,3.4,0.463,2.14,,*,107990,8.3,*,*,*,*,*,66670,80510,98980,124630,168900,TRUE,
30700,"Lincoln, NE",4,0,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,60,45.9,0.327,0.49,,21.03,43750,4.6,15.76,17.65,21.21,24.8,28.16,32780,36710,44120,51580,58580,,
